,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
20268,35,76000,Rent,2.0,Personal,C,1000,13.49,0,0,8
20269,26,52000,Own,10.0,Personal,A,10000,8.9,0,0,3
20271,22,40000,Mortgage,3.0,Debtconsolidation,A,2000,7.9,0,0,2
20272,30,42000,Rent,0.0,Medical,A,8450,8.59,0,0,7
20273,30,48000,Rent,0.0,Education,A,6000,7.88,0,0,10
20274,23,75000,Rent,3.0,Personal,B,10000,11.86,0,0,4
20275,23,42000,Mortgage,7.0,Personal,C,12000,15.23,0,1,3
20276,24,200000,Mortgage,0.0,Venture,B,18000,9.99,0,0,3
20278,22,107004,Mortgage,2.0,Venture,A,10000,7.29,0,0,4
20279,23,29700,Rent,2.0,Venture,B,4000,10.74,0,0,4
20281,30,15600,Mortgage,0.0,Debtconsolidation,A,6250,5.79,1,0,6
20282,31,60775,Rent,4.0,Medical,D,10000,16.49,1,1,6
20285,41,70000,Rent,2.0,Education,A,10000,7.88,0,0,17
20286,29,30996,Rent,0.0,Debtconsolidation,B,18000,10.75,1,0,7
20287,24,30996,Rent,7.0,Venture,E,7000,16.63,0,1,2
20288,23,80000,Rent,1.0,Venture,A,7000,7.14,0,0,2
20289,25,39396,Rent,0.0,Venture,D,6000,15.31,1,1,3
20290,33,83000,Rent,5.0,Education,A,7200,8.0,0,0,8
20292,41,58000,Mortgage,12.0,Debtconsolidation,A,1800,7.51,0,0,12
20293,32,65004,Rent,0.0,Debtconsolidation,C,13000,12.53,0,0,6
20294,27,28500,Mortgage,3.0,Venture,C,1600,13.49,1,0,8
20295,26,38400,Rent,7.0,Venture,C,3200,13.49,0,0,2
20296,23,32000,Mortgage,1.0,Debtconsolidation,B,15000,11.58,0,0,4
20297,23,65000,Mortgage,4.0,Debtconsolidation,A,5400,8.9,0,0,3
20299,24,52000,Rent,3.0,Debtconsolidation,B,4000,10.37,0,0,3
20300,25,85000,Mortgage,10.0,Venture,B,16000,10.99,0,0,2
20301,31,38400,Rent,3.0,Education,C,2200,13.06,0,1,10
20303,33,35360,Mortgage,7.0,Medical,A,6350,7.51,0,0,5
20304,47,12000,Own,0.0,Medical,B,1950,12.69,1,0,12
20305,24,120000,Rent,0.0,Personal,B,6000,10.99,0,0,3
20306,23,58000,Rent,1.0,Venture,B,4000,10.74,0,0,2
20307,33,125000,Mortgage,2.0,Medical,A,20000,7.88,0,0,5
20308,23,54000,Mortgage,7.0,Personal,A,2000,5.42,0,0,2
20310,30,48000,Mortgage,4.0,Personal,A,8500,7.49,0,0,8
20311,24,92000,Rent,1.0,Venture,C,25000,12.73,0,1,4
20312,24,75000,Rent,8.0,Personal,B,10000,9.91,0,0,3
20313,24,91000,Mortgage,9.0,Education,A,15000,6.03,0,0,4
20314,22,69000,Rent,5.0,Education,B,8650,11.49,0,0,4
20315,25,28800,Rent,0.0,Education,A,5000,8.9,0,0,2
20317,31,60000,Rent,11.0,Education,B,15000,11.71,0,0,8
20318,25,42288,Rent,2.0,Education,B,5000,10.99,0,0,2
20319,23,118000,Mortgage,4.0,Venture,C,12000,13.11,0,0,2
20320,33,150000,Own,14.0,Venture,B,21000,11.83,0,0,9
20321,28,62000,Rent,0.0,Venture,B,12000,10.65,0,0,8
20322,29,60000,Rent,7.0,Medical,B,12000,9.91,0,0,7
20323,32,150000,Mortgage,4.0,Debtconsolidation,B,7800,11.86,0,0,9
20324,27,65000,Rent,2.0,Homeimprovement,A,4000,5.99,0,0,5
20325,26,40500,Rent,0.0,Debtconsolidation,A,8500,7.88,0,0,2
20326,21,40000,Rent,5.0,Venture,A,10000,7.51,0,0,4
20327,23,59500,Mortgage,1.0,Medical,B,20000,11.83,1,0,4
20328,26,48000,Rent,0.0,Medical,C,12000,11.66,0,0,3
20329,28,99996,Rent,6.0,Venture,C,12000,13.61,0,1,9
20330,22,75000,Mortgage,6.0,Education,A,10600,5.79,0,0,2
20331,28,50000,Own,12.0,Venture,A,6000,6.03,0,0,9
20332,24,25000,Rent,0.0,Debtconsolidation,A,4400,6.76,0,0,3
20335,22,30004,Rent,6.0,Medical,B,6600,10.33,0,0,2
20337,32,120000,Mortgage,0.0,Debtconsolidation,A,6600,7.49,0,0,5
20338,29,60000,Rent,6.0,Medical,A,4200,8.63,0,0,10
20340,22,30000,Own,4.0,Personal,B,5000,11.12,0,0,2
20341,25,14400,Rent,0.0,Venture,C,1500,12.99,1,1,2
20344,32,21360,Rent,1.0,Venture,C,1800,12.99,0,0,8
20345,22,30712,Rent,3.0,Debtconsolidation,D,10000,15.65,1,1,4
20346,29,37000,Own,2.0,Education,A,2800,7.66,0,0,5
20347,23,78996,Rent,0.0,Homeimprovement,C,10000,13.99,1,1,3
20348,33,82000,Mortgage,2.0,Personal,B,20000,10.99,0,0,10
20350,29,50000,Rent,5.0,Debtconsolidation,C,6000,13.49,0,1,7
20351,24,95000,Own,4.0,Personal,C,10000,15.23,0,0,4
20352,21,53000,Own,5.0,Medical,A,3000,7.51,0,0,4
20353,27,15085,Rent,2.0,Venture,A,5500,5.99,1,0,8
20354,23,45000,Rent,0.0,Venture,C,6225,11.54,0,1,4
20355,22,21600,Own,5.0,Personal,A,5000,7.9,0,0,3
20356,24,95000,Mortgage,8.0,Venture,D,16000,15.33,0,0,3
20358,31,118320,Rent,1.0,Homeimprovement,B,24250,12.53,0,0,5
20359,23,42000,Rent,2.0,Personal,B,6500,10.37,0,0,3
20360,25,68000,Rent,4.0,Personal,B,11200,11.99,0,0,2
20361,22,27259,Rent,1.0,Education,B,2400,10.59,0,0,2
20362,24,44000,Mortgage,8.0,Education,A,2000,5.79,0,0,3
20365,24,20400,Mortgage,5.0,Debtconsolidation,B,5500,10.99,0,0,4
20366,42,47000,Rent,2.0,Medical,B,25000,12.18,1,0,15
20367,29,50000,Own,6.0,Medical,A,4000,5.42,0,0,8
20369,29,65000,Rent,3.0,Homeimprovement,A,20000,8.9,1,0,10
20370,22,74004,Own,0.0,Medical,A,3000,6.54,0,0,4
20371,34,480000,Mortgage,5.0,Personal,D,14000,14.61,0,0,9
20372,24,47000,Own,1.0,Personal,B,6000,11.11,0,0,4
20373,23,60000,Rent,5.0,Education,C,7200,13.22,0,0,4
20374,29,93000,Rent,1.0,Homeimprovement,B,10000,11.14,0,0,8
20375,23,68000,Mortgage,4.0,Medical,D,8000,15.33,1,0,3
20376,22,26500,Rent,3.0,Debtconsolidation,A,1900,7.29,1,0,3
20377,24,65200,Mortgage,5.0,Medical,B,3000,11.26,0,0,3
20379,27,90000,Mortgage,8.0,Debtconsolidation,A,12000,7.29,0,0,5
20380,22,43200,Mortgage,0.0,Venture,A,7975,7.49,0,0,2
20381,25,44500,Rent,0.0,Venture,B,3900,10.99,0,0,2
20382,25,137400,Rent,4.0,Education,C,3000,13.06,1,0,2
20383,46,63000,Rent,18.0,Homeimprovement,B,10000,10.51,0,0,11
20384,29,61000,Rent,2.0,Venture,D,15000,14.96,1,0,10
20385,24,60000,Mortgage,7.0,Medical,A,20000,7.9,0,0,4
20386,27,35000,Rent,0.0,Debtconsolidation,A,3000,8.49,0,0,10
20387,29,52833,Mortgage,7.0,Venture,A,12250,6.62,0,0,6
20388,29,81900,Mortgage,13.0,Venture,A,8000,7.66,0,0,10
20390,29,46000,Rent,6.0,Venture,B,4000,9.99,0,0,9
20391,25,61000,Rent,2.0,Debtconsolidation,A,12000,7.29,0,0,3
20392,34,80000,Rent,2.0,Personal,B,2000,10.36,0,0,7
20393,24,72000,Mortgage,8.0,Homeimprovement,A,5000,6.03,0,0,3
20395,25,21000,Rent,0.0,Venture,B,5175,12.53,0,0,4
20396,23,57500,Rent,5.0,Education,A,9000,6.91,0,0,2
20397,29,56000,Mortgage,0.0,Venture,C,6000,13.23,0,1,7
20398,32,60000,Rent,5.0,Medical,C,1925,12.29,0,1,9
20399,23,90000,Mortgage,2.0,Education,A,5000,5.42,0,0,4
20400,28,64000,Rent,1.0,Debtconsolidation,B,18000,11.58,1,0,6
20401,29,45000,Rent,0.0,Medical,B,8000,12.18,0,0,5
20402,22,65000,Mortgage,6.0,Venture,B,5650,7.66,0,0,4
20404,21,50350,Rent,3.0,Education,A,3600,7.88,0,0,3
20405,29,37000,Mortgage,5.0,Homeimprovement,B,4800,10.36,0,0,7
20406,23,71004,Own,1.0,Education,C,15000,13.47,0,1,3
20408,28,24000,Rent,0.0,Medical,D,7950,15.99,1,0,5
20410,23,90000,Mortgage,4.0,Medical,B,4800,10.36,0,0,4
20412,26,70000,Own,10.0,Personal,B,10000,12.42,0,0,4
20413,23,73000,Rent,7.0,Education,A,15000,7.51,1,0,2
20414,28,75000,Rent,5.0,Venture,D,23850,16.29,1,0,10
20415,25,54000,Own,5.0,Homeimprovement,B,12000,10.62,0,0,17
20416,29,54996,Rent,1.0,Venture,B,10000,9.99,0,0,10
20418,38,35000,Mortgage,6.0,Venture,A,4800,7.51,0,0,14
20419,37,90000,Mortgage,11.0,Debtconsolidation,A,4000,6.62,0,0,15
20420,28,57000,Mortgage,5.0,Personal,A,9500,7.51,0,0,5
20421,26,80000,Mortgage,0.0,Education,A,6300,5.79,0,0,4
20422,33,101000,Mortgage,8.0,Debtconsolidation,A,5000,7.49,0,0,5
20423,28,50500,Rent,3.0,Personal,C,5200,12.53,0,1,8
20424,23,24000,Own,0.0,Venture,B,5000,10.38,0,0,4
20425,25,100000,Rent,9.0,Homeimprovement,C,20000,13.06,0,1,2
20426,22,31200,Rent,0.0,Debtconsolidation,A,2700,6.91,0,0,4
20427,33,30000,Rent,2.0,Debtconsolidation,A,17975,8.49,1,0,8
20428,30,36000,Rent,2.0,Education,C,4200,14.27,0,1,5
20430,38,51000,Rent,3.0,Homeimprovement,B,17000,10.38,1,0,11
20431,23,79000,Rent,4.0,Medical,B,5600,11.12,0,0,4
20432,30,44000,Rent,0.0,Medical,A,2000,7.29,0,0,8
20433,31,85000,Mortgage,14.0,Debtconsolidation,A,10400,9.32,0,0,10
20434,22,40000,Rent,3.0,Education,B,12000,11.89,0,0,3
20435,40,38000,Rent,4.0,Debtconsolidation,D,7000,15.99,1,0,16
20436,22,69000,Mortgage,6.0,Debtconsolidation,D,10000,15.62,1,1,2
20437,26,116000,Rent,10.0,Medical,B,19800,11.48,0,0,4
20438,23,33000,Rent,8.0,Debtconsolidation,A,12000,8.49,1,0,3
20440,23,50000,Rent,4.0,Debtconsolidation,A,6000,5.79,0,0,2
20441,43,60000,Mortgage,6.0,Medical,B,4800,9.64,0,0,13
20442,26,82000,Mortgage,10.0,Personal,A,3200,5.99,0,0,3
20444,29,36000,Own,2.0,Venture,B,2500,10.99,0,0,7
20445,23,56100,Mortgage,5.0,Medical,C,18000,14.22,1,1,2
20446,24,120390,Rent,8.0,Homeimprovement,A,3000,5.79,0,0,4
20448,32,43200,Mortgage,7.0,Homeimprovement,A,15000,7.91,0,0,7
20450,33,51996,Mortgage,3.0,Debtconsolidation,B,14000,8.88,0,0,9
20452,38,77250,Own,4.0,Venture,A,3000,8.59,0,0,15
20453,22,62000,Rent,4.0,Education,C,2000,15.27,0,0,2
20454,27,63000,Mortgage,11.0,Debtconsolidation,A,4400,5.99,0,0,8
20455,26,40000,Rent,0.0,Medical,C,1800,13.23,0,1,2
20456,24,70000,Rent,0.0,Venture,B,2000,8.7,0,0,3
20457,25,19200,Rent,3.0,Venture,B,5000,10.99,1,0,3
20458,29,92000,Mortgage,3.0,Venture,B,24000,11.49,0,0,7
20460,23,45000,Mortgage,4.0,Education,B,9925,11.48,0,0,2
20461,26,38000,Rent,3.0,Education,B,13400,9.99,1,0,2
20462,48,85000,Mortgage,0.0,Education,A,10000,7.51,0,0,13
20463,22,30000,Mortgage,6.0,Education,C,13750,14.22,0,0,4
20464,23,46000,Rent,2.0,Debtconsolidation,D,10000,12.61,1,0,2
20465,26,49992,Mortgage,10.0,Debtconsolidation,B,6000,10.99,0,0,2
20467,36,39996,Rent,0.0,Venture,B,2000,11.49,0,0,11
20468,26,75000,Rent,4.0,Venture,B,12000,10.37,0,0,4
20469,29,51996,Rent,2.0,Debtconsolidation,C,2000,13.72,0,1,6
20470,28,71500,Mortgage,13.0,Homeimprovement,B,15000,11.49,0,0,7
20471,25,61200,Mortgage,1.0,Personal,A,5650,7.66,0,0,4
20472,23,44000,Rent,2.0,Personal,C,6000,14.22,0,1,3
20473,21,25200,Rent,3.0,Medical,C,8500,13.61,1,1,2
20474,22,72204,Rent,2.0,Personal,C,6700,13.47,0,0,3
20475,24,70000,Mortgage,2.0,Medical,B,8950,11.89,0,0,2
20476,26,57500,Mortgage,2.0,Debtconsolidation,A,7750,6.76,0,0,3
20477,38,55000,Mortgage,16.0,Debtconsolidation,A,11700,7.66,0,0,13
20478,31,135000,Mortgage,9.0,Venture,A,10000,7.14,0,0,6
20480,26,28000,Own,5.0,Personal,D,4000,15.37,0,0,3
20482,22,90000,Mortgage,1.0,Education,C,2500,13.22,0,0,2
20483,22,57996,Mortgage,2.0,Venture,B,2500,12.53,0,0,3
20486,22,34980,Rent,3.0,Debtconsolidation,C,1500,12.23,1,1,4
20487,28,65450,Mortgage,5.0,Medical,D,15000,16.89,1,0,9
20488,35,65000,Mortgage,0.0,Debtconsolidation,A,6500,5.42,0,0,7
20490,25,44000,Rent,1.0,Education,A,2800,6.92,0,0,3
20491,27,69790,Rent,6.0,Debtconsolidation,B,18000,10.25,0,0,9
20492,22,46000,Rent,3.0,Education,B,11000,10.59,0,0,3
20493,24,65000,Mortgage,0.0,Education,A,14000,8.49,0,0,3
20494,31,30000,Rent,0.0,Debtconsolidation,B,5500,8.88,0,0,9
20495,28,48096,Rent,4.0,Debtconsolidation,E,1200,17.56,1,1,5
20496,40,52000,Rent,2.0,Education,F,15000,18.62,1,1,17
20497,23,47004,Rent,3.0,Education,C,4000,12.53,0,1,4
20498,21,18000,Own,5.0,Homeimprovement,A,6500,7.4,1,0,3
20499,33,35600,Rent,1.0,Medical,C,6000,13.49,1,1,6
20501,25,125000,Mortgage,9.0,Personal,B,12000,9.91,0,0,3
20502,34,40000,Mortgage,11.0,Venture,A,6000,7.29,0,0,7
20503,23,95000,Mortgage,0.0,Venture,B,10000,9.91,0,0,3
20504,25,32000,Mortgage,3.0,Debtconsolidation,B,6250,11.49,0,0,3
20505,24,45000,Rent,7.0,Debtconsolidation,D,9600,15.31,1,1,3
20506,30,103000,Mortgage,14.0,Personal,A,6400,7.49,0,0,9
20507,25,78000,Mortgage,4.0,Debtconsolidation,B,2400,11.86,0,0,4
20510,32,112000,Mortgage,4.0,Education,B,14000,9.63,0,0,9
20511,23,51000,Mortgage,3.0,Personal,C,16000,13.11,0,1,3
20512,37,12360,Rent,3.0,Education,B,4000,9.99,1,0,13
20513,25,34000,Mortgage,1.0,Education,B,10000,11.26,0,0,3
20514,30,32000,Rent,0.0,Medical,C,6000,12.99,0,0,9
20515,28,47200,Rent,3.0,Personal,B,10000,9.99,0,0,8
20516,22,38000,Rent,2.0,Medical,A,18500,7.66,1,0,4
20517,31,60000,Rent,3.0,Debtconsolidation,A,7500,5.79,0,0,9
20518,28,74600,Own,12.0,Personal,C,9500,10.78,0,0,9
20520,25,66000,Mortgage,4.0,Homeimprovement,C,15000,14.35,0,0,4
20521,23,70560,Rent,1.0,Venture,A,9600,7.9,0,0,4
20523,25,96000,Rent,0.0,Homeimprovement,A,6000,6.99,0,0,4
20524,24,40000,Mortgage,3.0,Venture,A,5000,8.59,0,0,3
20525,22,52000,Rent,0.0,Medical,A,11200,6.62,0,0,4
20526,31,125004,Rent,13.0,Venture,B,24000,9.25,0,0,8
20527,23,60000,Mortgage,0.0,Venture,F,3000,19.13,0,0,2
20528,27,190000,Rent,5.0,Venture,A,22000,6.91,0,0,8
20529,27,113004,Mortgage,11.0,Venture,A,15000,8.94,0,0,8
20530,38,36400,Rent,1.0,Personal,C,6000,12.87,0,1,17
20531,21,35000,Own,5.0,Venture,B,8000,9.91,0,0,3
20532,20,94000,Rent,4.0,Education,D,5000,16.02,0,0,3
20533,23,30000,Mortgage,0.0,Debtconsolidation,C,1000,13.72,0,0,4
20534,30,90000,Mortgage,14.0,Venture,D,9000,15.58,0,1,6
20535,23,125000,Rent,7.0,Venture,B,20000,11.11,0,0,4
20536,28,85100,Mortgage,12.0,Education,A,8000,7.51,0,0,8
20537,24,95000,Mortgage,2.0,Venture,B,20000,10.62,0,0,4
20538,22,30000,Rent,2.0,Venture,D,12000,14.46,1,0,2
20539,45,24000,Mortgage,0.0,Venture,C,4000,13.49,0,0,13
20540,28,57248,Mortgage,1.0,Education,A,9000,6.92,0,0,7
20541,24,49000,Rent,8.0,Debtconsolidation,D,4400,16.77,1,1,3
20542,22,26400,Own,1.0,Personal,C,7300,13.61,0,1,2
20543,22,49140,Own,0.0,Education,C,3000,13.16,0,0,2
20544,28,59904,Mortgage,12.0,Medical,C,3000,12.53,0,1,10
20546,24,80000,Mortgage,0.0,Personal,A,6000,8.59,0,0,2
20547,22,41000,Mortgage,2.0,Education,B,3000,12.18,0,0,4
20548,24,94000,Rent,6.0,Homeimprovement,C,9600,12.99,0,0,2
20550,24,48000,Rent,6.0,Education,C,5000,13.11,0,1,4
20551,24,12624,Rent,0.0,Venture,C,6300,13.85,1,0,3
20553,24,75000,Other,5.0,Homeimprovement,C,12000,14.26,0,1,3
20554,27,32960,Rent,3.0,Personal,A,15000,6.91,1,0,5
20555,24,69996,Rent,5.0,Venture,A,7500,7.49,0,0,2
20556,26,36120,Rent,3.0,Medical,C,2800,13.35,1,0,4
20557,37,59000,Mortgage,10.0,Medical,D,12000,15.62,1,1,12
20558,23,85000,Rent,5.0,Debtconsolidation,A,10000,6.17,0,0,4
20559,21,40800,Rent,1.0,Personal,A,10400,9.32,0,0,3
20560,26,62065,Rent,7.0,Personal,B,6000,11.12,1,0,3
20561,23,39600,Rent,7.0,Personal,B,9000,11.99,0,0,3
20562,28,90000,Mortgage,12.0,Homeimprovement,C,12000,13.92,0,0,6
20563,27,115000,Mortgage,0.0,Education,A,12000,7.29,0,0,6
20564,32,95000,Mortgage,12.0,Education,A,9000,5.42,0,0,7
20565,25,51850,Rent,2.0,Medical,C,3600,13.99,1,0,2
20566,24,45000,Rent,3.0,Personal,A,7800,7.51,0,0,2
20567,24,96900,Mortgage,8.0,Debtconsolidation,A,9300,6.17,0,0,2
20568,42,45000,Rent,1.0,Debtconsolidation,B,18200,10.83,1,0,14
20569,22,66000,Mortgage,6.0,Debtconsolidation,B,10000,11.49,0,0,3
20570,25,16200,Rent,2.0,Medical,A,1500,6.91,0,0,4
20572,29,56400,Rent,1.0,Debtconsolidation,A,3000,7.9,1,0,6
20573,32,75000,Rent,3.0,Venture,D,12800,14.74,0,1,9
20574,32,48400,Rent,1.0,Medical,A,12000,6.62,0,0,7
20575,32,75000,Rent,6.0,Homeimprovement,B,15000,8.88,1,0,9
20576,31,40740,Mortgage,16.0,Homeimprovement,A,6400,8.49,0,0,6
20577,23,78000,Rent,4.0,Personal,C,24000,13.92,1,0,3
20578,23,40000,Rent,5.0,Debtconsolidation,B,2000,11.71,0,0,4
20579,28,34000,Rent,4.0,Personal,B,3000,10.65,1,0,10
20580,21,55000,Mortgage,0.0,Personal,B,10000,10.25,0,0,2
20581,23,36000,Rent,0.0,Medical,B,1200,10.37,0,0,3
20582,24,130000,Mortgage,5.0,Debtconsolidation,B,25000,12.53,0,0,3
20584,27,50000,Rent,5.0,Venture,B,12000,10.37,0,0,9
20585,23,85000,Mortgage,7.0,Education,C,20000,13.22,0,1,4
20586,24,85000,Mortgage,1.0,Debtconsolidation,A,4400,7.4,0,0,2
20587,24,43680,Rent,1.0,Education,A,10800,5.42,0,0,4
20588,23,50000,Rent,5.0,Education,B,10000,9.63,0,0,3
20589,28,40000,Rent,6.0,Education,C,10500,14.27,0,0,6
20590,23,69743,Mortgage,7.0,Personal,D,1000,14.11,0,0,3
20591,23,66000,Rent,2.0,Education,A,7000,7.66,0,0,3
20592,30,50000,Mortgage,2.0,Education,B,3975,10.99,0,0,8
20593,25,75000,Rent,0.0,Education,A,18500,7.49,0,0,3
20594,35,54396,Rent,4.0,Medical,C,5000,11.34,0,1,10
20595,24,96000,Mortgage,6.0,Venture,A,12000,5.42,0,0,4
20596,24,66996,Mortgage,5.0,Education,B,10000,9.62,0,0,2
20598,25,34800,Mortgage,6.0,Debtconsolidation,A,5125,6.99,1,0,2
20599,26,110000,Own,8.0,Education,B,17000,8.88,0,0,4
20601,29,94000,Mortgage,13.0,Personal,A,30000,6.62,0,0,7
20602,31,24000,Own,0.0,Education,B,6200,11.14,0,0,8
20603,27,51600,Mortgage,2.0,Venture,D,13650,16.29,1,0,9
20604,25,43500,Rent,0.0,Medical,A,4500,6.76,0,0,2
20605,24,83000,Rent,4.0,Homeimprovement,A,8300,7.88,0,0,2
20606,22,71500,Rent,2.0,Education,C,6400,13.11,0,0,4
20607,24,80000,Mortgage,6.0,Homeimprovement,C,7000,14.65,0,0,4
20608,32,42000,Own,0.0,Personal,B,10400,11.14,0,0,9
20609,23,65000,Mortgage,3.0,Personal,A,8000,7.14,0,0,4
20610,34,100000,Rent,5.0,Personal,B,6000,10.99,0,0,9
20611,25,109000,Mortgage,5.0,Debtconsolidation,B,15000,10.25,0,0,3
20612,26,28800,Mortgage,2.0,Venture,A,5150,6.62,0,0,2
20613,28,78000,Mortgage,0.0,Homeimprovement,A,19700,7.9,0,0,9
20614,23,54000,Rent,3.0,Debtconsolidation,A,6250,6.99,0,0,3
20616,27,70000,Rent,11.0,Medical,B,10000,10.65,0,0,10
20617,21,30000,Rent,1.0,Education,C,6000,13.16,1,1,4
20618,23,98000,Mortgage,3.0,Venture,A,10000,8.94,0,0,3
20619,22,49000,Rent,0.0,Education,D,7600,15.62,1,0,4
20620,33,70000,Rent,6.0,Personal,D,12000,15.65,0,1,5
20622,40,86500,Mortgage,2.0,Debtconsolidation,B,10000,10.25,0,0,14
20623,26,64000,Mortgage,2.0,Personal,D,8000,14.96,0,1,2
20624,37,88000,Mortgage,21.0,Venture,A,12000,7.51,0,0,17
20625,27,136000,Mortgage,3.0,Personal,A,5000,6.17,0,0,10
20626,22,63996,Mortgage,4.0,Education,A,3250,7.88,0,0,4
20627,33,148000,Mortgage,17.0,Venture,C,8000,13.98,0,1,5
20628,21,35000,Mortgage,5.0,Debtconsolidation,A,13650,7.51,0,0,4
20629,25,39000,Rent,0.0,Homeimprovement,E,4000,17.74,1,0,2
20630,22,64000,Mortgage,6.0,Venture,C,15000,13.23,0,1,3
20631,23,34000,Mortgage,0.0,Education,C,4000,14.17,1,0,2
20633,26,39500,Mortgage,6.0,Medical,D,15250,15.05,1,0,4
20634,24,17616,Rent,0.0,Venture,B,2000,10.37,0,0,2
20635,23,100000,Own,7.0,Personal,D,35000,16.77,0,0,4
20636,28,21000,Rent,6.0,Debtconsolidation,A,6250,7.9,0,0,8
20637,35,85000,Mortgage,2.0,Venture,B,8400,11.99,0,0,8
20638,23,90000,Mortgage,5.0,Debtconsolidation,B,6000,11.89,0,0,4
20639,24,102000,Own,8.0,Medical,B,24250,11.83,0,0,3
20640,29,60000,Mortgage,8.0,Homeimprovement,D,16000,14.96,0,1,6
20641,26,42000,Mortgage,0.0,Venture,B,4500,11.48,0,0,3
20642,22,38004,Rent,5.0,Education,B,12000,10.75,1,0,3
20643,22,58000,Rent,5.0,Personal,B,4000,10.0,0,0,4
20644,55,34000,Rent,0.0,Debtconsolidation,A,12000,6.92,1,0,30
20645,34,80600,Mortgage,2.0,Education,B,15000,12.21,0,0,6
20646,32,120000,Rent,5.0,Venture,E,15000,15.68,0,0,7
20647,24,54400,Rent,8.0,Medical,C,35000,14.27,1,1,4
20649,34,150000,Mortgage,14.0,Venture,E,25000,16.7,0,1,6
20651,26,75000,Rent,0.0,Homeimprovement,A,3600,8.94,0,0,4
20652,23,0,Mortgage,0.0,Education,C,18000,13.98,0,0,2
20653,28,90000,Mortgage,7.0,Education,A,12000,8.32,0,0,8
20656,32,75000,Mortgage,3.0,Venture,B,10000,10.38,0,0,10
20658,28,40000,Rent,12.0,Personal,B,1000,9.88,0,0,9
20659,20,65000,Mortgage,4.0,Education,B,4800,9.99,0,0,2
20660,39,48500,Rent,1.0,Personal,B,5000,10.99,0,0,13
20661,25,46000,Own,0.0,Debtconsolidation,E,19750,16.7,1,1,4
20662,26,24000,Rent,0.0,Venture,A,5000,8.9,0,0,2
20664,22,50000,Rent,6.0,Education,A,10000,7.88,0,0,4
20665,22,60000,Rent,2.0,Debtconsolidation,C,8000,13.49,0,0,3
20667,38,120000,Rent,3.0,Debtconsolidation,C,10000,10.28,0,1,12
20669,23,30000,Mortgage,7.0,Medical,C,10000,13.79,1,0,2
20670,28,56000,Rent,7.0,Education,F,20000,18.25,1,0,6
20671,26,49441,Own,11.0,Homeimprovement,A,12000,6.99,0,0,4
20672,32,50000,Own,0.0,Education,A,15000,10.38,0,0,2
20673,58,39996,Rent,2.0,Venture,B,2500,10.37,0,0,27
20674,27,235000,Mortgage,5.0,Venture,C,28000,15.96,0,0,5
20675,30,102000,Mortgage,4.0,Education,A,12250,7.66,0,0,8
20677,22,50000,Rent,4.0,Education,A,10000,9.32,0,0,2
20678,31,60000,Rent,2.0,Personal,A,4750,5.99,0,0,8
20679,22,89000,Mortgage,6.0,Venture,B,20000,10.99,0,0,4
20680,28,120000,Own,7.0,Venture,B,5000,10.65,0,0,6
20681,24,134000,Rent,8.0,Personal,D,25000,16.07,0,1,3
20682,23,36000,Rent,4.0,Medical,D,6500,17.49,1,1,4
20683,25,39996,Rent,2.0,Debtconsolidation,C,5000,13.72,0,0,2
20684,35,67641,Mortgage,6.0,Venture,A,10000,8.0,0,0,5
20685,30,60000,Rent,7.0,Personal,C,18950,15.96,1,1,6
20686,32,96000,Rent,7.0,Personal,D,20000,14.42,0,0,9
20687,28,116000,Mortgage,12.0,Venture,A,14000,7.51,0,0,6
20688,23,80000,Mortgage,1.0,Education,B,15000,9.88,0,0,4
20689,30,60000,Rent,2.0,Personal,A,10000,7.49,0,0,7
20690,26,70000,Rent,4.0,Venture,C,4000,13.06,0,1,4
20691,25,72000,Own,3.0,Venture,E,16000,17.14,0,1,3
20692,27,52000,Rent,2.0,Personal,C,11000,11.34,0,0,9
20693,24,61289,Mortgage,8.0,Personal,B,2000,11.49,0,0,4
20694,28,91000,Mortgage,12.0,Medical,C,21000,13.35,0,1,6
20695,34,31704,Rent,2.0,Venture,B,3000,11.49,0,0,8
20696,26,26000,Rent,2.0,Personal,B,7500,12.18,0,0,2
20697,24,103641,Rent,8.0,Venture,B,4800,10.74,0,0,2
20698,32,44400,Rent,13.0,Medical,A,15000,7.88,1,0,9
20699,24,75000,Rent,0.0,Debtconsolidation,A,4975,6.76,0,0,4
20700,23,69000,Mortgage,0.0,Education,B,8000,10.95,0,0,2
20701,28,123000,Mortgage,0.0,Personal,A,10000,7.14,1,0,6
20702,31,62000,Mortgage,4.0,Venture,A,6550,5.79,0,0,5
20703,21,17000,Rent,0.0,Debtconsolidation,E,1500,18.64,1,0,2
20704,23,25000,Rent,0.0,Education,C,6400,12.84,0,0,3
20705,25,33600,Rent,5.0,Debtconsolidation,B,1000,11.86,0,0,2
20706,24,40000,Rent,3.0,Education,A,3500,7.9,0,0,4
20707,21,37947,Rent,5.0,Personal,A,14000,7.9,1,0,2
20708,22,80000,Rent,0.0,Education,C,12000,13.47,0,0,3
20709,35,51000,Rent,5.0,Education,C,5000,12.98,0,1,10
20710,22,89250,Mortgage,6.0,Medical,D,7500,13.24,1,1,2
20711,26,69912,Mortgage,9.0,Venture,A,8000,6.99,0,0,2
20712,25,57000,Rent,1.0,Homeimprovement,B,5500,10.99,0,0,4
